Id,Title,Tags,Acceptance,Difficulty,Frequency,Link,Segment Tree,Binary Indexed Tree,Union Find,Binary Search,Queue,Database,Sort,Topological Sort,String,Recursion,Stack,Divide and Conquer,Heap,Line Sweep,Suffix Array,Graph,Geometry,Hash Table,Reservoir Sampling,Design,Brainteaser,Array,Trie,Memoization,Binary Search Tree,Breadth-first Search,Ordered Map,Linked List,Depth-first Search,Bit Manipulation,Random,Sliding Window,Minimax,Rolling Hash,Dynamic Programming,Greedy,Backtracking,Rejection Sampling,Two Pointers,Tree,Math,id,title,problem,processed_problem
1346,Check If N and Its Double Exist,Array,37.5,Easy,0.0,https://leetcode.com/problems/check-if-n-and-its-double-exist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346.0,Check If N and Its Double Exist,"Given an array arr of integers, check if there exists two integers N and M such that N is the double of M ( i.e. N = 2 * M). More formally check if there exists two indices i and j such that : i != j 0 <= i, j < arr.length arr[i] == 2 * arr[j]","['given', 'an', 'array', 'arr', 'of', 'integers', 'check', 'if', 'there', 'exists', 'two', 'integers', 'n', 'and', 'm', 'such', 'that', 'n', 'is', 'the', 'double', 'of', 'm', 'i', 'e', 'n', '2', 'm', 'more', 'formally', 'check', 'if', 'there', 'exists', 'two', 'indices', 'i', 'and', 'j', 'such', 'that', 'i', 'j', '0', 'i', 'j', 'arr', 'length', 'arr', 'i', '2', 'arr', 'j']"
1387,Sort Integers by The Power Value,"Sort, Graph",70.0,Medium,0.0,https://leetcode.com/problems/sort-integers-by-the-power-value,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387.0,Sort Integers by The Power Value,"The power of an integer x is defined as the number of steps needed to transform x into 1 using the following steps: if x is even then x = x / 2 if x is odd then x = 3 * x + 1 For example, the power of x = 3 is 7 because 3 needs 7 steps to become 1 (3 --> 10 --> 5 --> 16 --> 8 --> 4 --> 2 --> 1). Given three integers lo, hi and k. The task is to sort all integers in the interval [lo, hi] by the power value in ascending order, if two or more integers have the same power value sort them by ascending order. Return the k-th integer in the range [lo, hi] sorted by the power value. Notice that for any integer x (lo <= x <= hi) it is guaranteed that x will transform into 1 using these steps and that the power of x is will fit in 32 bit signed integer.","['the', 'power', 'of', 'an', 'integer', 'x', 'is', 'defined', 'as', 'the', 'number', 'of', 'steps', 'needed', 'to', 'transform', 'x', 'into', '1', 'using', 'the', 'following', 'steps', 'if', 'x', 'is', 'even', 'then', 'x', 'x', '2', 'if', 'x', 'is', 'odd', 'then', 'x', '3', 'x', '1', 'for', 'example', 'the', 'power', 'of', 'x', '3', 'is', '7', 'because', '3', 'needs', '7', 'steps', 'to', 'become', '1', '3', '10', '5', '16', '8', '4', '2', '1', 'given', 'three', 'integers', 'lo', 'hi', 'and', 'k', 'the', 'task', 'is', 'to', 'sort', 'all', 'integers', 'in', 'the', 'interval', 'lo', 'hi', 'by', 'the', 'power', 'value', 'in', 'ascending', 'order', 'if', 'two', 'or', 'more', 'integers', 'have', 'the', 'same', 'power', 'value', 'sort', 'them', 'by', 'ascending', 'order', 'return', 'the', 'k', 'th', 'integer', 'in', 'the', 'range', 'lo', 'hi', 'sorted', 'by', 'the', 'power', 'value', 'notice', 'that', 'for', 'any', 'integer', 'x', 'lo', 'x', 'hi', 'it', 'is', 'guaranteed', 'that', 'x', 'will', 'transform', 'into', '1', 'using', 'these', 'steps', 'and', 'that', 'the', 'power', 'of', 'x', 'is', 'will', 'fit', 'in', '32', 'bit', 'signed', 'integer']"
1388,Pizza With 3n Slices,Dynamic Programming,45.0,Hard,0.0,https://leetcode.com/problems/pizza-with-3n-slices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1388.0,Pizza With 3n Slices,"There is a pizza with 3n slices of varying size, you and your friends will take slices of pizza as follows: You will pick any pizza slice. Your friend Alice will pick next slice in anti clockwise direction of your pick. Your friend Bob will pick next slice in clockwise direction of your pick. Repeat until there are no more slices of pizzas. Sizes of Pizza slices is represented by circular array slices in clockwise direction. Return the maximum possible sum of slice sizes which you can have.","['there', 'is', 'a', 'pizza', 'with', '3n', 'slices', 'of', 'varying', 'size', 'you', 'and', 'your', 'friends', 'will', 'take', 'slices', 'of', 'pizza', 'as', 'follows', 'you', 'will', 'pick', 'any', 'pizza', 'slice', 'your', 'friend', 'alice', 'will', 'pick', 'next', 'slice', 'in', 'anti', 'clockwise', 'direction', 'of', 'your', 'pick', 'your', 'friend', 'bob', 'will', 'pick', 'next', 'slice', 'in', 'clockwise', 'direction', 'of', 'your', 'pick', 'repeat', 'until', 'there', 'are', 'no', 'more', 'slices', 'of', 'pizzas', 'sizes', 'of', 'pizza', 'slices', 'is', 'represented', 'by', 'circular', 'array', 'slices', 'in', 'clockwise', 'direction', 'return', 'the', 'maximum', 'possible', 'sum', 'of', 'slice', 'sizes', 'which', 'you', 'can', 'have']"
1392,Longest Happy Prefix,String,40.6,Hard,0.0,https://leetcode.com/problems/longest-happy-prefix,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392.0,Longest Happy Prefix,"A string is called a happy prefix if is a non-empty prefix which is also a suffix (excluding itself). Given a string s, return the longest happy prefix of s. Return an empty string """" if no such prefix exists.","['a', 'string', 'is', 'called', 'a', 'happy', 'prefix', 'if', 'is', 'a', 'non', 'empty', 'prefix', 'which', 'is', 'also', 'a', 'suffix', 'excluding', 'itself', 'given', 'a', 'string', 's', 'return', 'the', 'longest', 'happy', 'prefix', 'of', 's', 'return', 'an', 'empty', 'string', 'if', 'no', 'such', 'prefix', 'exists']"
1401,Circle and Rectangle Overlapping,Geometry,42.1,Medium,0.0,https://leetcode.com/problems/circle-and-rectangle-overlapping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401.0,Circle and Rectangle Overlapping,"Given a circle represented as (radius, x_center, y_center) and an axis-aligned rectangle represented as (x1, y1, x2, y2), where (x1, y1) are the coordinates of the bottom-left corner, and (x2, y2) are the coordinates of the top-right corner of the rectangle. Return True if the circle and rectangle are overlapped otherwise return False. In other words, check if there are any point (xi, yi) such that belongs to the circle and the rectangle at the same time.","['given', 'a', 'circle', 'represented', 'as', 'radius', 'x_center', 'y_center', 'and', 'an', 'axis', 'aligned', 'rectangle', 'represented', 'as', 'x1', 'y1', 'x2', 'y2', 'where', 'x1', 'y1', 'are', 'the', 'coordinates', 'of', 'the', 'bottom', 'left', 'corner', 'and', 'x2', 'y2', 'are', 'the', 'coordinates', 'of', 'the', 'top', 'right', 'corner', 'of', 'the', 'rectangle', 'return', 'true', 'if', 'the', 'circle', 'and', 'rectangle', 'are', 'overlapped', 'otherwise', 'return', 'false', 'in', 'other', 'words', 'check', 'if', 'there', 'are', 'any', 'point', 'xi', 'yi', 'such', 'that', 'belongs', 'to', 'the', 'circle', 'and', 'the', 'rectangle', 'at', 'the', 'same', 'time']"
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,"Array, Greedy",63.6,Medium,0.0,https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1414.0,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,"Given an integer k, return the minimum number of Fibonacci numbers whose sum is equal to k. The same Fibonacci number can be used multiple times. The Fibonacci numbers are defined as: F1 = 1 F2 = 1 Fn = Fn-1 + Fn-2 for n > 2. It is guaranteed that for the given constraints we can always find such Fibonacci numbers that sum up to k.","['given', 'an', 'integer', 'k', 'return', 'the', 'minimum', 'number', 'of', 'fibonacci', 'numbers', 'whose', 'sum', 'is', 'equal', 'to', 'k', 'the', 'same', 'fibonacci', 'number', 'can', 'be', 'used', 'multiple', 'times', 'the', 'fibonacci', 'numbers', 'are', 'defined', 'as', 'f1', '1', 'f2', '1', 'fn', 'fn', '1', 'fn', '2', 'for', 'n', '2', 'it', 'is', 'guaranteed', 'that', 'for', 'the', 'given', 'constraints', 'we', 'can', 'always', 'find', 'such', 'fibonacci', 'numbers', 'that', 'sum', 'up', 'to', 'k']"
1422,Maximum Score After Splitting a String,String,54.7,Easy,0.0,https://leetcode.com/problems/maximum-score-after-splitting-a-string,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422.0,Maximum Score After Splitting a String,"Given a string s of zeros and ones, return the maximum score after splitting the string into two non-empty substrings (i.e. left substring and right substring). The score after splitting a string is the number of zeros in the left substring plus the number of ones in the right substring.","['given', 'a', 'string', 's', 'of', 'zeros', 'and', 'ones', 'return', 'the', 'maximum', 'score', 'after', 'splitting', 'the', 'string', 'into', 'two', 'non', 'empty', 'substrings', 'i', 'e', 'left', 'substring', 'and', 'right', 'substring', 'the', 'score', 'after', 'splitting', 'a', 'string', 'is', 'the', 'number', 'of', 'zeros', 'in', 'the', 'left', 'substring', 'plus', 'the', 'number', 'of', 'ones', 'in', 'the', 'right', 'substring']"
1441,Build an Array With Stack Operations,Stack,69.7,Easy,0.0,https://leetcode.com/problems/build-an-array-with-stack-operations,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441.0,Build an Array With Stack Operations,"Given an array target and an integer n. In each iteration, you will read a number from list = {1,2,3..., n}. Build the target array using the following operations: Push: Read a new element from the beginning list, and push it in the array. Pop: delete the last element of the array. If the target array is already built, stop reading more elements. Return the operations to build the target array. You are guaranteed that the answer is unique.","['given', 'an', 'array', 'target', 'and', 'an', 'integer', 'n', 'in', 'each', 'iteration', 'you', 'will', 'read', 'a', 'number', 'from', 'list', '1', '2', '3', 'n', 'build', 'the', 'target', 'array', 'using', 'the', 'following', 'operations', 'push', 'read', 'a', 'new', 'element', 'from', 'the', 'beginning', 'list', 'and', 'push', 'it', 'in', 'the', 'array', 'pop', 'delete', 'the', 'last', 'element', 'of', 'the', 'array', 'if', 'the', 'target', 'array', 'is', 'already', 'built', 'stop', 'reading', 'more', 'elements', 'return', 'the', 'operations', 'to', 'build', 'the', 'target', 'array', 'you', 'are', 'guaranteed', 'that', 'the', 'answer', 'is', 'unique']"
1447,Simplified Fractions,Math,61.3,Medium,1.87291,https://leetcode.com/problems/simplified-fractions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1447.0,Simplified Fractions,"Given an integer n, return a list of all simplified fractions between 0 and 1 (exclusive) such that the denominator is less-than-or-equal-to n. The fractions can be in any order.","['given', 'an', 'integer', 'n', 'return', 'a', 'list', 'of', 'all', 'simplified', 'fractions', 'between', '0', 'and', '1', 'exclusive', 'such', 'that', 'the', 'denominator', 'is', 'less', 'than', 'or', 'equal', 'to', 'n', 'the', 'fractions', 'can', 'be', 'in', 'any', 'order']"
1449,Form Largest Integer With Digits That Add up to Target,"String, Dynamic Programming",42.1,Hard,0.0,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1449.0,Form Largest Integer With Digits That Add up to Target,"Given an array of integers cost and an integer target. Return the maximum integer you can paint under the following rules: The cost of painting a digit (i+1) is given by cost[i] (0 indexed). The total cost used must be equal to target. Integer does not have digits 0. Since the answer may be too large, return it as string. If there is no way to paint any integer given the condition, return ""0"".","['given', 'an', 'array', 'of', 'integers', 'cost', 'and', 'an', 'integer', 'target', 'return', 'the', 'maximum', 'integer', 'you', 'can', 'paint', 'under', 'the', 'following', 'rules', 'the', 'cost', 'of', 'painting', 'a', 'digit', 'i', '1', 'is', 'given', 'by', 'cost', 'i', '0', 'indexed', 'the', 'total', 'cost', 'used', 'must', 'be', 'equal', 'to', 'target', 'integer', 'does', 'not', 'have', 'digits', '0', 'since', 'the', 'answer', 'may', 'be', 'too', 'large', 'return', 'it', 'as', 'string', 'if', 'there', 'is', 'no', 'way', 'to', 'paint', 'any', 'integer', 'given', 'the', 'condition', 'return', '0']"
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,"String, Sort",53.6,Medium,0.0,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452.0,People Whose List of Favorite Companies Is Not a Subset of Another List,Given the array favoriteCompanies where favoriteCompanies[i] is the list of favorites companies for the ith person (indexed from 0). Return the indices of people whose list of favorite companies is not a subset of any other list of favorites companies. You must return the indices in increasing order.,"['given', 'the', 'array', 'favoritecompanies', 'where', 'favoritecompanies', 'i', 'is', 'the', 'list', 'of', 'favorites', 'companies', 'for', 'the', 'ith', 'person', 'indexed', 'from', '0', 'return', 'the', 'indices', 'of', 'people', 'whose', 'list', 'of', 'favorite', 'companies', 'is', 'not', 'a', 'subset', 'of', 'any', 'other', 'list', 'of', 'favorites', 'companies', 'you', 'must', 'return', 'the', 'indices', 'in', 'increasing', 'order']"
1461,Check If a String Contains All Binary Codes of Size K,"String, Bit Manipulation",45.2,Medium,0.0,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1461.0,Check If a String Contains All Binary Codes of Size K,"Given a binary string s and an integer k. Return true if every binary code of length k is a substring of s. Otherwise, return false.","['given', 'a', 'binary', 'string', 's', 'and', 'an', 'integer', 'k', 'return', 'true', 'if', 'every', 'binary', 'code', 'of', 'length', 'k', 'is', 'a', 'substring', 'of', 's', 'otherwise', 'return', 'false']"
1471,The k Strongest Values in an Array,"Array, Sort",57.1,Medium,0.0,https://leetcode.com/problems/the-k-strongest-values-in-an-array,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471.0,The k Strongest Values in an Array,"Given an array of integers arr and an integer k. A value arr[i] is said to be stronger than a value arr[j] if |arr[i] - m| > |arr[j] - m| where m is the median of the array. If |arr[i] - m| == |arr[j] - m|, then arr[i] is said to be stronger than arr[j] if arr[i] > arr[j]. Return a list of the strongest k values in the array. return the answer in any arbitrary order. Median is the middle value in an ordered integer list. More formally, if the length of the list is n, the median is the element in position ((n - 1) / 2) in the sorted list (0-indexed). For arr = [6, -3, 7, 2, 11], n = 5 and the median is obtained by sorting the array arr = [-3, 2, 6, 7, 11] and the median is arr[m] where m = ((5 - 1) / 2) = 2. The median is 6. For arr = [-7, 22, 17, 3], n = 4 and the median is obtained by sorting the array arr = [-7, 3, 17, 22] and the median is arr[m] where m = ((4 - 1) / 2) = 1. The median is 3.","['given', 'an', 'array', 'of', 'integers', 'arr', 'and', 'an', 'integer', 'k', 'a', 'value', 'arr', 'i', 'is', 'said', 'to', 'be', 'stronger', 'than', 'a', 'value', 'arr', 'j', 'if', 'arr', 'i', 'm', 'arr', 'j', 'm', 'where', 'm', 'is', 'the', 'median', 'of', 'the', 'array', 'if', 'arr', 'i', 'm', 'arr', 'j', 'm', 'then', 'arr', 'i', 'is', 'said', 'to', 'be', 'stronger', 'than', 'arr', 'j', 'if', 'arr', 'i', 'arr', 'j', 'return', 'a', 'list', 'of', 'the', 'strongest', 'k', 'values', 'in', 'the', 'array', 'return', 'the', 'answer', 'in', 'any', 'arbitrary', 'order', 'median', 'is', 'the', 'middle', 'value', 'in', 'an', 'ordered', 'integer', 'list', 'more', 'formally', 'if', 'the', 'length', 'of', 'the', 'list', 'is', 'n', 'the', 'median', 'is', 'the', 'element', 'in', 'position', 'n', '1', '2', 'in', 'the', 'sorted', 'list', '0', 'indexed', 'for', 'arr', '6', '3', '7', '2', '11', 'n', '5', 'and', 'the', 'median', 'is', 'obtained', 'by', 'sorting', 'the', 'array', 'arr', '3', '2', '6', '7', '11', 'and', 'the', 'median', 'is', 'arr', 'm', 'where', 'm', '5', '1', '2', '2', 'the', 'median', 'is', '6', 'for', 'arr', '7', '22', '17', '3', 'n', '4', 'and', 'the', 'median', 'is', 'obtained', 'by', 'sorting', 'the', 'array', 'arr', '7', '3', '17', '22', 'and', 'the', 'median', 'is', 'arr', 'm', 'where', 'm', '4', '1', '2', '1', 'the', 'median', 'is', '3']"
1482,Minimum Number of Days to Make m Bouquets,"Array, Binary Search",47.6,Medium,0.0,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482.0,Minimum Number of Days to Make m Bouquets,"Given an integer array bloomDay, an integer m and an integer k. We need to make m bouquets. To make a bouquet, you need to use k adjacent flowers from the garden. The garden consists of n flowers, the ith flower will bloom in the bloomDay[i] and then can be used in exactly one bouquet. Return the minimum number of days you need to wait to be able to make m bouquets from the garden. If it is impossible to make m bouquets return -1.","['given', 'an', 'integer', 'array', 'bloomday', 'an', 'integer', 'm', 'and', 'an', 'integer', 'k', 'we', 'need', 'to', 'make', 'm', 'bouquets', 'to', 'make', 'a', 'bouquet', 'you', 'need', 'to', 'use', 'k', 'adjacent', 'flowers', 'from', 'the', 'garden', 'the', 'garden', 'consists', 'of', 'n', 'flowers', 'the', 'ith', 'flower', 'will', 'bloom', 'in', 'the', 'bloomday', 'i', 'and', 'then', 'can', 'be', 'used', 'in', 'exactly', 'one', 'bouquet', 'return', 'the', 'minimum', 'number', 'of', 'days', 'you', 'need', 'to', 'wait', 'to', 'be', 'able', 'to', 'make', 'm', 'bouquets', 'from', 'the', 'garden', 'if', 'it', 'is', 'impossible', 'to', 'make', 'm', 'bouquets', 'return', '1']"
1483,Kth Ancestor of a Tree Node,Dynamic Programming,27.9,Hard,3.53324,https://leetcode.com/problems/kth-ancestor-of-a-tree-node,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1483.0,Kth Ancestor of a Tree Node,"You are given a tree with n nodes numbered from 0 to n - 1 in the form of a parent array parent where parent[i] is the parent of ith node. The root of the tree is node 0. Find the kth ancestor of a given node. The kth ancestor of a tree node is the kth node in the path from that node to the root node. Implement the TreeAncestor class: TreeAncestor(int n, int[] parent) Initializes the object with the number of nodes in the tree and the parent array. int getKthAncestor(int node, int k) return the kth ancestor of the given node node. If there is no such ancestor, return -1.","['you', 'are', 'given', 'a', 'tree', 'with', 'n', 'nodes', 'numbered', 'from', '0', 'to', 'n', '1', 'in', 'the', 'form', 'of', 'a', 'parent', 'array', 'parent', 'where', 'parent', 'i', 'is', 'the', 'parent', 'of', 'ith', 'node', 'the', 'root', 'of', 'the', 'tree', 'is', 'node', '0', 'find', 'the', 'kth', 'ancestor', 'of', 'a', 'given', 'node', 'the', 'kth', 'ancestor', 'of', 'a', 'tree', 'node', 'is', 'the', 'kth', 'node', 'in', 'the', 'path', 'from', 'that', 'node', 'to', 'the', 'root', 'node', 'implement', 'the', 'treeancestor', 'class', 'treeancestor', 'int', 'n', 'int', 'parent', 'initializes', 'the', 'object', 'with', 'the', 'number', 'of', 'nodes', 'in', 'the', 'tree', 'and', 'the', 'parent', 'array', 'int', 'getkthancestor', 'int', 'node', 'int', 'k', 'return', 'the', 'kth', 'ancestor', 'of', 'the', 'given', 'node', 'node', 'if', 'there', 'is', 'no', 'such', 'ancestor', 'return', '1']"
1488,Avoid Flood in The City,"Array, Hash Table",25.3,Medium,0.0,https://leetcode.com/problems/avoid-flood-in-the-city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488.0,Avoid Flood in The City,"Your country has an infinite number of lakes. Initially, all the lakes are empty, but when it rains over the nth lake, the nth lake becomes full of water. If it rains over a lake which is full of water, there will be a flood. Your goal is to avoid the flood in any lake. Given an integer array rains where: rains[i] > 0 means there will be rains over the rains[i] lake. rains[i] == 0 means there are no rains this day and you can choose one lake this day and dry it. Return an array ans where: ans.length == rains.length ans[i] == -1 if rains[i] > 0. ans[i] is the lake you choose to dry in the ith day if rains[i] == 0. If there are multiple valid answers return any of them. If it is impossible to avoid flood return an empty array. Notice that if you chose to dry a full lake, it becomes empty, but if you chose to dry an empty lake, nothing changes. (see example 4)","['your', 'country', 'has', 'an', 'infinite', 'number', 'of', 'lakes', 'initially', 'all', 'the', 'lakes', 'are', 'empty', 'but', 'when', 'it', 'rains', 'over', 'the', 'nth', 'lake', 'the', 'nth', 'lake', 'becomes', 'full', 'of', 'water', 'if', 'it', 'rains', 'over', 'a', 'lake', 'which', 'is', 'full', 'of', 'water', 'there', 'will', 'be', 'a', 'flood', 'your', 'goal', 'is', 'to', 'avoid', 'the', 'flood', 'in', 'any', 'lake', 'given', 'an', 'integer', 'array', 'rains', 'where', 'rains', 'i', '0', 'means', 'there', 'will', 'be', 'rains', 'over', 'the', 'rains', 'i', 'lake', 'rains', 'i', '0', 'means', 'there', 'are', 'no', 'rains', 'this', 'day', 'and', 'you', 'can', 'choose', 'one', 'lake', 'this', 'day', 'and', 'dry', 'it', 'return', 'an', 'array', 'ans', 'where', 'ans', 'length', 'rains', 'length', 'ans', 'i', '1', 'if', 'rains', 'i', '0', 'ans', 'i', 'is', 'the', 'lake', 'you', 'choose', 'to', 'dry', 'in', 'the', 'ith', 'day', 'if', 'rains', 'i', '0', 'if', 'there', 'are', 'multiple', 'valid', 'answers', 'return', 'any', 'of', 'them', 'if', 'it', 'is', 'impossible', 'to', 'avoid', 'flood', 'return', 'an', 'empty', 'array', 'notice', 'that', 'if', 'you', 'chose', 'to', 'dry', 'a', 'full', 'lake', 'it', 'becomes', 'empty', 'but', 'if', 'you', 'chose', 'to', 'dry', 'an', 'empty', 'lake', 'nothing', 'changes', 'see', 'example', '4']"
1494,Parallel Courses II,Graph,31.2,Hard,0.0,https://leetcode.com/problems/parallel-courses-ii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494.0,Parallel Courses II,"You are given an integer n, which indicates that there are n courses labeled from 1 to n. You are also given an array relations where relations[i] = [prevCoursei, nextCoursei], representing a prerequisite relationship between course prevCoursei and course nextCoursei: course prevCoursei has to be taken before course nextCoursei. Also, you are given the integer k. In one semester, you can take at most k courses as long as you have taken all the prerequisites in the previous semester for the courses you are taking. Return the minimum number of semesters needed to take all courses. The testcases will be generated such that it is possible to take every course.","['you', 'are', 'given', 'an', 'integer', 'n', 'which', 'indicates', 'that', 'there', 'are', 'n', 'courses', 'labeled', 'from', '1', 'to', 'n', 'you', 'are', 'also', 'given', 'an', 'array', 'relations', 'where', 'relations', 'i', 'prevcoursei', 'nextcoursei', 'representing', 'a', 'prerequisite', 'relationship', 'between', 'course', 'prevcoursei', 'and', 'course', 'nextcoursei', 'course', 'prevcoursei', 'has', 'to', 'be', 'taken', 'before', 'course', 'nextcoursei', 'also', 'you', 'are', 'given', 'the', 'integer', 'k', 'in', 'one', 'semester', 'you', 'can', 'take', 'at', 'most', 'k', 'courses', 'as', 'long', 'as', 'you', 'have', 'taken', 'all', 'the', 'prerequisites', 'in', 'the', 'previous', 'semester', 'for', 'the', 'courses', 'you', 'are', 'taking', 'return', 'the', 'minimum', 'number', 'of', 'semesters', 'needed', 'to', 'take', 'all', 'courses', 'the', 'testcases', 'will', 'be', 'generated', 'such', 'that', 'it', 'is', 'possible', 'to', 'take', 'every', 'course']"
1499,Max Value of Equation,"Array, Sliding Window",43.8,Hard,0.0,https://leetcode.com/problems/max-value-of-equation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1499.0,Max Value of Equation,"You are given an array points containing the coordinates of points on a 2D plane, sorted by the x-values, where points[i] = [xi, yi] such that xi < xj for all 1 <= i < j <= points.length. You are also given an integer k. Return the maximum value of the equation yi + yj + |xi - xj| where |xi - xj| <= k and 1 <= i < j <= points.length. It is guaranteed that there exists at least one pair of points that satisfy the constraint |xi - xj| <= k.","['you', 'are', 'given', 'an', 'array', 'points', 'containing', 'the', 'coordinates', 'of', 'points', 'on', 'a', '2d', 'plane', 'sorted', 'by', 'the', 'x', 'values', 'where', 'points', 'i', 'xi', 'yi', 'such', 'that', 'xi', 'xj', 'for', 'all', '1', 'i', 'j', 'points', 'length', 'you', 'are', 'also', 'given', 'an', 'integer', 'k', 'return', 'the', 'maximum', 'value', 'of', 'the', 'equation', 'yi', 'yj', 'xi', 'xj', 'where', 'xi', 'xj', 'k', 'and', '1', 'i', 'j', 'points', 'length', 'it', 'is', 'guaranteed', 'that', 'there', 'exists', 'at', 'least', 'one', 'pair', 'of', 'points', 'that', 'satisfy', 'the', 'constraint', 'xi', 'xj', 'k']"
1503,Last Moment Before All Ants Fall Out of a Plank,"Array, Brainteaser",52.0,Medium,0.0,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503.0,Last Moment Before All Ants Fall Out of a Plank,"We have a wooden plank of the length n units. Some ants are walking on the plank, each ant moves with speed 1 unit per second. Some of the ants move to the left, the other move to the right. When two ants moving in two different directions meet at some point, they change their directions and continue moving again. Assume changing directions doesn't take any additional time. When an ant reaches one end of the plank at a time t, it falls out of the plank imediately. Given an integer n and two integer arrays left and right, the positions of the ants moving to the left and the right. Return the moment when the last ant(s) fall out of the plank.","['we', 'have', 'a', 'wooden', 'plank', 'of', 'the', 'length', 'n', 'units', 'some', 'ants', 'are', 'walking', 'on', 'the', 'plank', 'each', 'ant', 'moves', 'with', 'speed', '1', 'unit', 'per', 'second', 'some', 'of', 'the', 'ants', 'move', 'to', 'the', 'left', 'the', 'other', 'move', 'to', 'the', 'right', 'when', 'two', 'ants', 'moving', 'in', 'two', 'different', 'directions', 'meet', 'at', 'some', 'point', 'they', 'change', 'their', 'directions', 'and', 'continue', 'moving', 'again', 'assume', 'changing', 'directions', 'doesn', 't', 'take', 'any', 'additional', 'time', 'when', 'an', 'ant', 'reaches', 'one', 'end', 'of', 'the', 'plank', 'at', 'a', 'time', 't', 'it', 'falls', 'out', 'of', 'the', 'plank', 'imediately', 'given', 'an', 'integer', 'n', 'and', 'two', 'integer', 'arrays', 'left', 'and', 'right', 'the', 'positions', 'of', 'the', 'ants', 'moving', 'to', 'the', 'left', 'and', 'the', 'right', 'return', 'the', 'moment', 'when', 'the', 'last', 'ant', 's', 'fall', 'out', 'of', 'the', 'plank']"
